first,second,max_tag,appearances
VBP,American,NNP,5
DT,legitimacy,NN,3
BOS,Technology,NN,3
JJS,gain,NN,3
NNS,warned,VBD,3
NNS,bore,VBD,3
IN,emerging,VBG,3
VBP,lifted,VBN,3
IN,inventory,NN,3
VBZ,gained,VBN,3
TO,outperform,VB,4
RB,split,VBN,5
POS,technology,NN,3
PRP$,accounts,NNS,3
BOS,Priam,NNP,3
POS,lending,NN,4
VBZ,suffered,VBN,3
VBD,following,VBG,3
WDT,separately,RB,3
RB,overcome,VB,3
VBG,final,JJ,3
DT,prohibition,NN,3
IN,FHA,NNP,3
NNS,worried,VBN,5
NNP,space,NN,3
VBG,housing,NN,3
RB,stems,VBZ,3
",",Republicans,NNPS,5
IN,subsidies,NNS,3
IN,Nebraska,NNP,3
DT,passenger,NN,3
NNS,committees,NNS,4
DT,budgets,NNS,3
CD,deadline,NN,3
VBP,distributed,VBN,3
NNP,Claiborne,NNP,3
DT,intrusion,NN,3
IN,exclusive,JJ,3
CD,credit,NN,3
JJ,propulsion,NN,3
NNP,loved,VBD,3
",",Bear,NNP,3
PRP$,railroad,NN,3
NNP,owning,VBG,3
CC,value,NN,3
VBZ,contemplating,VBG,3
DT,values,NNS,3
RBR,an,DT,3
VBZ,Santa,NNP,3
PRP$,publicly,RB,3
NNP,Krebs,NNP,3
TO,private,JJ,3
PRP$,earlier,JJR,3
TO,others,NNS,3
JJR,value,NN,3
NNP,Dunn,NNP,3
NN,vs.,FW,6
NNS,owning,VBG,3
POS,U.K.,NNP,3
NNP,businesses,NNS,3
BOS,Marks,NNP,4
WDT,averaged,VBD,3
NNS,declared,VBD,3
NN,thrift,NN,3
NNP,Continental,NNP,3
JJ,meat,NN,3
NN,examiner,NN,3
DT,parallel,JJ,3
JJ,examination,NN,3
DT,whitewash,NN,3
PRP$,investigation,NN,3
POS,hearings,NNS,3
NNP,O'Connell,NNP,3
DT,handling,NN,3
",",look,VB,4
NNS,waited,VBD,3
",",ignoring,VBG,3
RB,fraudulent,JJ,3
TO,anybody,NN,3
IN,recycling,VBG,3
DT,Bahamas,NNPS,3
RB,broke,VBD,3
VBZ,boosting,VBG,3
BOS,Major,JJ,3
VBG,cold,JJ,3
VB,discounts,NNS,3
VBG,bills,NNS,3
CD,denominations,NNS,3
VBZ,extending,VBG,3
NNP,abandoned,VBD,3
CC,Genentech,NNP,3
NNS,established,VBN,3
CC,Cohen,NNP,3
DT,still,RB,3
PRP$,schools,NNS,3
CC,"10,000",CD,3
CC,refining,NN,3
CC,packaging,NN,3
DT,facilities,NNS,3
MD,supply,VB,3
VBD,pretax,JJ,3
JJ,procedural,JJ,3
RB,stalled,VBN,4
VB,discrimination,NN,3
PRP$,party,NN,3
IN,12:01,CD,3
NNP,Rostenkowski,NNP,3
PRP$,demand,NN,3
PRP,hired,VBD,3
JJ,write-offs,NNS,3
",",publishing,NN,5
NNP,Levin,NNP,3
POS,confidence,NN,3
BOS,Paper,NN,4
NNP,triggered,VBD,3
NNS,changing,VBG,3
CD,declined,VBD,3
VBN,battered,VBN,3
VBN,lately,RB,3
DT,psychological,JJ,3
``,creates,VBZ,3
NNS,lately,RB,3
",",Stone,NNP,3
",",Schering-Plough,NNP,3
NNP,recommended,VBD,3
IN,Chevron,NNP,3
TO,Ford,NNP,3
NNP,boosted,VBD,3
NN,opinion,NN,3
VBD,definitively,RB,3
IN,Ogden,NNP,3
VBG,news,NN,3
VBN,transactions,NNS,3
DT,occupied,JJ,3
",",furniture,NN,3
CD,demonstrators,NNS,3
TO,Bush,NNP,3
RBS,serious,JJ,3
DT,missile,NN,3
BOS,Turkey,NNP,3
POS,legislature,NN,3
IN,dissent,NN,3
DT,outskirts,NNS,3
DT,leftist,JJ,3
NN,labor,NN,3
BOS,Hungary,NNP,3
JJ,referendum,NN,3
DT,Vietnamese,JJ,4
DT,tanker,NN,3
CD,facilities,NNS,3
NNS,engaged,VBN,4
``,national,JJ,3
DT,automobile,NN,3
VBP,urged,VBN,3
IN,occasions,NNS,3
IN,publishing,VBG,4
BOS,Exchange,NN,3
VBN,stock-index,NN,3
POS,First,NNP,3
RB,pulled,VBN,5
VBN,getting,VBG,3
VBP,drawn,VBN,3
IN,representation,NN,3
RB,destroy,VB,3
VBD,difficulty,NN,3
IN,curbing,VBG,3
WDT,buy,VBP,3
VB,popular,JJ,3
WDT,sometimes,RB,3
PRP$,edge,NN,3
PRP,refuse,VBP,3
RB,prevent,VB,3
",",reversing,VBG,3
CC,hinted,VBD,3
CC,falling,VBG,3
VBD,Jay,NNP,3
POS,resiliency,NN,3
DT,sharpest,JJS,3
VBD,doubt,NN,3
JJ,cycles,NNS,3
NNS,tumbling,VBG,3
``,ca,MD,3
NN,drill,NN,3
CD,7\/32,CD,3
DT,bond-equivalent,JJ,3
NNP,rate,NN,3
NNP,prompted,VBD,3
DT,reset,NN,5
BOS,Underwriters,NNS,3
DT,10-year,JJ,4
POS,tone,NN,3
POS,pricing,NN,3
POS,fall,NN,3
TO,speculation,NN,3
CC,released,VBN,4
VBD,interpreted,VBN,3
JJ,No.,NN,4
CD,21\/32,CD,3
CC,Schuster,NNP,3
NNS,units,NNS,3
RB,formed,VBN,5
CC,Business,NNP,3
DT,GASB,NNP,3
BOS,Avery,NNP,3
IN,Uniroyal,NNP,3
VBG,various,JJ,3
",",Uniroyal,NNP,3
NNP,May,NNP,3
CD,raised,VBD,3
BOS,Clarcor,NNP,3
JJ,prospective,JJ,3
JJ,outstanding,JJ,3
PRP$,controversial,JJ,3
CC,stayed,VBD,4
POS,continuing,VBG,4
JJ,expression,NN,3
",",costs,NNS,4
POS,equivalent,NN,3
JJ,glance,NN,3
WRB,inflation,NN,3
VB,wrong,JJ,3
WP,.,.,3
PRP$,breath,NN,3
DT,aftershocks,NNS,3
",",removing,VBG,3
'',investments,NNS,3
IN,recessions,NNS,3
NN,telling,VBG,3
NN,long,RB,5
NNP,emphasizes,VBZ,3
TO,having,VBG,3
JJ,ratios,NNS,3
PRP$,outlook,NN,3
MD,post,VB,3
NNP,likes,VBZ,3
",",consider,VB,3
IN,drinking,NN,4
POS,time,NN,3
IN,mankind,NN,3
VBD,right,RB,6
WP,found,VBD,3
IN,chlorofluorocarbons,NNS,3
POS,atmosphere,NN,3
NNP,Protocol,NNP,3
DT,science,NN,3
VBG,UV-B,NN,3
NN,radiation,NN,3
DT,measurements,NNS,3
NNP,Resource,NNP,3
VBD,greeted,VBN,3
DT,schedule,NN,3
VBP,learned,VBN,3
NNS,gathering,NN,4
PRP$,knowledge,NN,3
PRP,intend,VBP,3
CC,global,JJ,3
JJ,opponents,NNS,3
DT,connection,NN,3
IN,Antarctica,NNP,3
JJ,culprits,NNS,3
NNS,responsible,JJ,3
IN,atmospheric,JJ,3
JJ,grants,NNS,3
NNP,Fine,NNP,3
VBD,losing,VBG,3
CC,expects,VBZ,3
IN,survival,NN,3
TO,yesterday,NN,3
JJS,four,CD,3
POS,outside,JJ,3
CC,defective,JJ,3
RB,acted,VBN,5
DT,flaws,NNS,3
MD,favor,VB,3
DT,matters,NNS,3
VBD,permission,NN,3
VBD,opposed,VBN,3
NNPS,Industry,NNP,3
WDT,banks,NNS,3
JJ,placements,NNS,3
",",typically,RB,3
",",Bankers,NNP,5
NNS,privately,RB,3
",",Specialized,NNP,3
RB,anywhere,RB,3
NNS,specifically,RB,3
TO,better,RB,8
VBD,hired,VBN,3
JJR,control,NN,3
VBD,probably,RB,3
JJ,horizon,NN,3
TO,view,VB,3
WDT,weighs,VBZ,3
BOS,Made,VBN,3
RB,costs,VBZ,3
NN,Philip,NNP,3
NN,shoes,NNS,3
DT,segment,NN,3
DT,Taiwanese,JJ,3
DT,internationalization,NN,3
JJ,distributors,NNS,3
BOS,Roger,NNP,3
",",operations,NNS,3
DT,satellite-TV,JJ,3
VBG,Australian,JJ,3
NN,Alan,NNP,3
NN,faced,VBD,5
RB,insist,VBP,3
CD,advertising,NN,4
VBZ,competition,NN,3
IN,Rupert,NNP,3
NNP,film,NN,3
DT,100-share,JJ,3
VBD,fresh,JJ,3
VBN,ahead,RB,3
IN,midday,NN,3
VBD,drawn,VBN,3
WDT,cuts,VBZ,3
VBD,narrowly,RB,3
RB,mixed,JJ,5
TO,existing,VBG,3
NNP,textile,NN,3
NNS,separately,RB,3
WDT,each,DT,3
NNP,Sir,NNP,3
VBG,chemical,NN,3
",",established,VBN,4
VBG,steel,NN,3
NN,doors,NNS,3
NN,prevention,NN,3
JJ,semiconductor,NN,3
VBD,pretty,RB,3
NNP,Won,NNP,3
NNP,Sohn,NNP,3
NNP,chain-store,JJ,3
POS,modest,JJ,3
NN,tonight,NN,4
CC,investment-grade,JJ,3
JJ,tax-exempt,JJ,3
NNS,concerns,NNS,3
VBG,supply,NN,3
VBN,differently,RB,3
VBP,details,NNS,3
DT,360-day,JJ,3
NN,equivalent,JJ,5
DT,365-day,JJ,3
VBP,dated,VBN,3
DT,13-week,JJ,3
DT,offered,VBN,3
IN,Kohlberg,NNP,3
CD,principal,JJ,5
CD,19\/32,CD,3
TO,insurance,NN,3
IN,home-equity,NN,5
JJ,cross-border,JJ,3
NNP,Peat,NNP,3
NNP,Adler,NNP,3
CC,outside,IN,3
VBP,around,IN,6
VB,concerns,NNS,3
CC,competitive,JJ,3
VB,setting,VBG,3
PRP$,gross,JJ,3
NN,advantages,NNS,3
VB,Gen-Probe,NNP,3
MD,pump,VB,3
JJ,knowledge,NN,3
VBN,immune,JJ,3
JJ,deficiency,NN,3
NN,syndrome,NN,3
DT,visitors,NNS,3
NNS,favor,VBP,3
PRP$,reliance,NN,3
JJR,decision,NN,3
CC,refused,VBD,3
WDT,used,VBD,3
IN,theoretical,JJ,3
NN,prizes,NNS,3
VBP,behind,IN,3
RB,developed,VBN,4
IN,orbit,NN,3
JJS,business,NN,3
NNS,derived,VBN,3
VB,direct,JJ,3
VBN,difficult,JJ,3
RB,impressive,JJ,3
VBN,commissions,NNS,3
",",women,NNS,3
JJR,term,NN,3
``,Big,NNP,5
NNP,Bang,NNP,3
CC,Toronto,NNP,3
PRP$,cabinet,NN,3
NNP,Clayton,NNP,3
CC,cooperation,NN,3
CC,music,NN,3
NNP,records,NNS,3
RB,build,VB,3
NNP,Panelli,NNP,3
DT,horrible,JJ,3
IN,Buying,NNP,6
'',survey,NN,3
NN,gear,NN,3
",",tennis,NN,3
DT,surveyed,VBN,3
RB,detected,VBD,4
RB,encouraging,JJ,4
NNS,healthy,JJ,3
JJ,excuse,NN,3
VBP,key,JJ,3
PRP$,roommate,NN,3
PRP,traded,VBD,4
WDT,people,NNS,3
PRP,exercise,VBP,3
DT,discrepancy,NN,3
NNP,Spain,NNP,3
NNP,Fitness,NNP,3
VBZ,specific,JJ,3
POS,goals,NNS,3
IN,adults,NNS,3
IN,popularity,NN,3
NN,cart,NN,3
VB,stiff,JJ,3
TO,relieve,VB,3
CC,fully,RB,3
CC,everybody,NN,3
JJ,yuppies,NNS,3
VBG,offering,VBG,3
",",similar,JJ,3
IN,Sante,NNP,3
IN,actually,RB,3
VBN,generally,RB,3
DT,advice,NN,3
RB,increases,VBZ,3
NNS,charged,VBN,3
IN,houses,NNS,3
CC,your,PRP$,3
NNP,Investigation,NNP,3
DT,ghostbusting,NN,3
IN,Buffalo,NNP,3
DT,ghost,NN,3
IN,Science,NNP,3
",",Kentucky,NNP,3
NNP,woman,NN,3
NN,go,VBP,5
NNS,wide,JJ,3
NNP,hears,VBZ,3
VBD,everything,NN,3
DT,Oregon,NNP,3
JJ,Indian,JJ,3
RP,Mr.,NNP,3
",",carefully,RB,3
JJ,illusion,NN,3
NN,crew,NN,3
NNP,moves,VBZ,4
PRP,declines,VBZ,3
NNP,Music,NNP,3
IN,USA,NNP,3
PRP$,merger,NN,3
DT,Bureau,NNP,3
CD,peak,NN,3
BOS,Illinois,NNP,3
CC,looks,VBZ,3
IN,experienced,JJ,4
VB,jobs,NNS,3
NN,repairs,NNS,3
CC,wants,VBZ,3
VB,former,JJ,3
",",loans,NNS,3
WDT,generally,RB,3
DT,dismissal,NN,3
IN,Metropolitan,NNP,3
NNP,think,VBP,4
TO,planned,VBN,3
NN,choice,NN,3
NNP,hires,VBZ,3
CC,petroleum,NN,3
BOS,Democracy,NN,3
RB,indebted,JJ,3
VBZ,which,WDT,3
NNP,Collor,NNP,3
JJ,governor,NN,3
TO,grab,VB,3
PRP$,good,JJ,3
JJ,looks,NNS,3
DT,commanding,JJ,4
JJ,title,NN,3
",",inflation,NN,3
VB,"1,000",CD,3
RP,sharply,RB,3
CD,gross,JJ,3
DT,busy,JJ,3
POS,voters,NNS,3
VBP,necessary,JJ,3
IN,Humana,NNP,3
NNP,Conn,NNP,3
TO,David,NNP,3
NN,complains,VBZ,3
RB,equipped,VBN,3
$,"8,000",CD,3
NNS,itself,PRP,3
WRB,more,JJR,3
RBS,.,.,3
CD,residents,NNS,3
TO,recent,JJ,3
DT,physician,NN,3
JJS,patients,NNS,3
",",room,NN,3
CD,less,JJR,5
DT,Vermont,NNP,3
POS,ailing,VBG,3
DT,Free,NNP,3
CD,figure,NN,3
JJ,records,NNS,3
VBN,units,NNS,3
",",NRM,NNP,3
JJS,holder,NN,3
NN,managed,VBD,6
NNP,produces,VBZ,3
MD,lease,VB,3
PRP$,July,NNP,3
CD,recapitalization,NN,3
NNP,Bloch,NNP,3
RB,sitting,VBG,3
VBG,right,RB,5
PRP,pulled,VBD,3
POS,numbers,NNS,3
NNP,Dreyer,NNP,3
NNP,maintains,VBZ,3
RP,next,JJ,3
",",assets,NNS,3
",",fund,NN,3
IN,Strategic,NNP,3
",",decided,VBD,3
NNP,expert,NN,3
VBN,political,JJ,3
NNP,problems,NNS,3
IN,abroad,RB,3
VB,hearing,VBG,3
VBZ,somehow,RB,3
RB,OK,JJ,3
POS,speech,NN,3
VBG,Western,JJ,3
IN,engaging,VBG,3
DT,reasonably,RB,3
``,Baker,NNP,3
DT,lines,NNS,3
DT,recognition,NN,3
RB,doubt,VB,3
NNP,Regional,NNP,3
PRP$,election,NN,3
$,"151,000",CD,3
DT,Maryland,NNP,3
TO,lie,VB,3
DT,backs,NNS,3
CD,problem,NN,3
IN,substance,NN,3
IN,repeatedly,RB,3
IN,broad,JJ,3
VBG,bill,NN,3
MD,revive,VB,3
JJ,drug-related,JJ,3
NNS,punishable,JJ,3
VBZ,sort,NN,3
JJ,existence,NN,3
TO,prosecutors,NNS,3
IN,discrimination,NN,3
DT,statistical,JJ,3
JJ,racial,JJ,3
RB,relevant,JJ,3
PRP$,victims,NNS,3
PRP,accused,VBD,3
POS,exports,NNS,3
NNP,Manufacturers,NNP,5
POS,committee,NN,3
PRP$,subsidiary,NN,3
NN,owes,VBZ,3
VBZ,challenging,VBG,3
POS,books,NNS,3
DT,Lone,NNP,3
RB,recover,VB,4
",",Lone,NNP,3
NN,granted,VBD,4
NN,rocked,VBD,3
VBD,shaking,VBG,3
IN,cleanup,NN,3
JJ,fuel,NN,3
IN,horses,NNS,3
DT,communication,NN,3
DT,amounts,VBZ,6
DT,stand,VBP,5
NNP,Iacocca,NNP,3
NN,journal,NN,3
TO,temporarily,RB,3
VBG,car,NN,3
MD,translate,VB,3
VB,protection,NN,3
IN,Revco,NNP,3
IN,bondholders,NNS,3
VB,bondholders,NNS,3
'',bonds,NNS,3
BOS,Acadia,NNP,3
DT,Robert,NNP,3
JJ,woes,NNS,3
VBZ,keeping,VBG,3
VBD,Jeffrey,NNP,3
POS,aging,VBG,3
TO,creditors,NNS,3
CC,bondholders,NNS,3
WP,met,VBD,3
DT,Cananea,NNP,3
VBD,finally,RB,3
DT,mint,NN,3
VB,contracts,NNS,3
NNS,indicates,VBZ,3
``,Demand,NN,3
CC,Cananea,NNP,3
VB,Thursday,NNP,3
NNS,much,RB,3
CC,Colombia,NNP,3
PRP$,coffee,NN,3
NN,export,NN,3
NN,triggered,VBD,6
NN,lacked,VBD,3
TO,levels,NNS,3
JJ,cooperatives,NNS,3
NNS,assumed,VBD,3
IN,fundamental,JJ,3
JJ,visits,NNS,3
VBP,intended,VBN,4
CC,setting,VBG,3
PRP,appear,VBP,4
DT,controls,NNS,3
IN,cooperatives,NNS,3
RB,liberal,JJ,3
RB,illegal,JJ,3
DT,developments,NNS,3
DT,rigid,JJ,3
NNP,schools,NNS,3
JJ,resemblance,NN,3
CC,discipline,NN,3
PRP$,final,JJ,3
VB,workers,NNS,3
NNP,presented,VBD,3
NNP,Communist,NNP,3
DT,loyalty,NN,3
RB,desperately,RB,3
JJ,resolutions,NNS,3
BOS,Contrary,JJ,3
VBZ,doubtful,JJ,3
VB,Soviet,JJ,3
BOS,Miss,NNP,3
DT,Russian,NNP,5
",",eased,VBD,3
VBN,takeovers,NNS,3
RB,confirmed,VBN,3
VBZ,unfortunate,JJ,3
NNS,mounted,VBD,4
RBS,lucrative,JJ,3
``,continued,VBN,3
``,various,JJ,3
TO,changing,VBG,3
RB,stocks,NNS,3
VBZ,trading,NN,6
IN,Quotron,NNP,3
",",chose,VBD,3
",",Quotron,NNP,3
MD,market,VB,3
IN,Sanford,NNP,3
CC,Citicorp,NNP,3
NNP,Athletics,NNP,3
IN,A.C.,NNP,3
NNS,worse,JJR,4
JJ,prime-time,NN,4
CC,ABC,NNP,3
DT,four-game,JJ,3
JJ,commercials,NNS,3
NN,hunters,NNS,3
NN,streak,NN,3
NNS,shot,VBD,6
NN,hour,NN,3
VBD,gainers,NNS,3
RB,efficient,JJ,3
WRB,soon,RB,3
RB,reaching,VBG,3
TO,securities,NNS,3
DT,weapons,NNS,3
DT,efficient,JJ,3
NN,analysis,NN,3
VBP,linked,VBN,3
BOS,Top,JJ,3
IN,complex,JJ,3
JJ,presentations,NNS,3
NN,capability,NN,3
NN,need,VBP,5
BOS,Dozens,NNS,3
CC,growth,NN,3
",",allows,VBZ,3
MD,listen,VB,3
DT,NEC,NNP,3
IN,discounting,VBG,4
DT,technological,JJ,3
VBZ,changing,VBG,3
PRP$,subordinates,NNS,3
CC,started,VBD,3
RB,dropping,VBG,3
VB,overseas,RB,5
DT,iron,NN,3
RB,compatible,JJ,3
WDT,handles,VBZ,3
:,until,IN,3
RB,discouraging,VBG,4
IN,Toshiba,NNP,3
",",taken,VBN,3
BOS,Abortion,NN,3
DT,clinical,JJ,3
JJS,it,PRP,3
DT,essence,NN,3
RBR,effective,JJ,3
JJ,window,NN,3
VBN,linked,VBN,3
NN,proves,VBZ,3
IN,birth,NN,3
DT,sure,JJ,3
:,Why,WRB,3
NNP,Abortion,NNP,3
RB,forbids,VBZ,3
IN,funding,VBG,5
VBN,paying,VBG,3
NNP,means,VBZ,3
NNP,Fraser,NNP,3
WP,used,VBD,3
NN,past,IN,3
VBZ,completely,RB,3
JJ,patient,NN,3
RB,contains,VBZ,3
JJ,methods,NNS,3
PRP$,exports,NNS,3
CC,returns,NNS,3
DT,exports,NNS,3
VBN,data,NNS,5
RB,previously,RB,3
VBN,figures,NNS,3
JJR,trade,NN,3
JJ,talent,NN,3
PRP$,failure,NN,3
VBZ,entitled,VBN,3
",",Lazard,NNP,3
VBN,United,NNP,3
NNP,accepts,VBZ,3
IN,angry,JJ,3
CC,looking,VBG,3
VBP,forming,VBG,3
MD,cease,VB,3
``,sophisticated,JJ,3
WDT,involve,VBP,3
NN,arbitragers,NNS,3
POS,fiscal,JJ,4
VBD,behind,RP,5
BOS,Pressure,NN,3
JJ,catalyst,NN,3
JJ,mutual-fund,JJ,4
CD,mutual,JJ,3
VBN,turned,VBN,3
DT,associate,JJ,4
PRP$,girlfriend,NN,3
NNP,Krisher,NNP,3
VBD,postponed,VBN,3
IN,depression,NN,3
VBN,strips,NNS,3
IN,recovery,NN,3
IN,community,NN,3
BOS,Authorities,NNS,5
VB,located,VBN,3
VBN,watching,VBG,3
DT,reward,NN,3
",",Carlos,NNP,3
DT,closet,NN,3
NNS,tacked,VBD,3
DT,windshield,NN,3
NN,filler,NN,3
DT,Dearborn,NNP,3
VBG,increased,VBN,5
IN,owners,NNS,3
NN,deterioration,NN,3
NN,rebates,NNS,3
NN,utility,NN,3
CC,run,VB,6
CD,shortfall,NN,3
VBD,LTV,NNP,3
MD,determine,VB,3
IN,reorganization,NN,3
CC,pays,VBZ,3
DT,liability,NN,3
PRP,ordered,VBD,3
NN,improperly,RB,3
NNP,intended,VBD,3
CD,proceedings,NNS,3
VB,discussions,NNS,3
NN,letters,NNS,3
NNP,Emergency,NNP,3
MD,backfire,VB,3
TO,Red,NNP,3
NNP,donations,NNS,3
'',explains,VBZ,3
DT,draw,NN,3
NNP,created,VBD,3
DT,customers,NNS,3
JJ,messages,NNS,3
VBZ,Gary,NNP,3
IN,charity,NN,3
MD,donate,VB,3
POS,idea,NN,3
DT,plug,NN,3
JJ,ACCOUNT,NN,3
NNP,W,NNP,3
NNP,Ayer,NNP,3
VB,supported,VBN,3
NNP,definitively,RB,3
MD,share,VB,3
IN,injuries,NNS,3
JJ,dose,NN,3
VBN,liability,NN,3
JJR,scale,NN,3
NNP,victims,NNS,3
VBN,left,VBN,3
IN,Squibb,NNP,3
NNP,banned,VBD,3
DT,dangers,NNS,3
CC,evaluation,NN,3
IN,phony,JJ,3
NN,juice,NN,3
IN,Spanish,JJ,5
NNP,Felipe,NNP,3
PRP$,narrow,JJ,3
NN,victory,NN,3
PRP$,victory,NN,3
RB,recorded,VBN,5
",",schools,NNS,3
JJ,pockets,NNS,3
VBZ,critical,JJ,3
VBN,pushed,VBN,3
NNP,TRUST,NNP,3
VB,peace,NN,3
DT,conservatives,NNS,3
VBG,George,NNP,3
MD,trigger,VB,3
POS,military,JJ,3
JJ,Nicaragua,NNP,3
NNP,October,NNP,3
DT,possibilities,NNS,3
IN,refinancing,VBG,3
RB,paying,VBG,3
VB,due,RB,5
NNS,paying,VBG,3
NNS,allowed,VBD,4
NN,paying,VBG,3
PRP,fully,RB,3
IN,Hoechst,NNP,3
NNP,G.m.b.H.,NNP,3
``,other,JJ,3
JJS,financial,JJ,3
NN,sometime,RB,3
VBP,awaiting,VBG,3
DT,large-scale,JJ,3
PRP$,recently,RB,3
NNP,Casualty,NNP,3
IN,genes,NNS,3
IN,cells,NNS,3
VBP,developing,VBG,3
DT,otherwise,RB,3
CC,simply,RB,3
VBG,normally,RB,3
WDT,hold,VBP,3
NNS,differ,VBP,3
",",suggesting,VBG,3
RB,prone,JJ,3
BOS,Bill,NNP,3
JJ,fate,NN,3
DT,retinoblastoma,NN,3
BOS,Equally,RB,3
JJ,workings,NNS,3
VB,obvious,JJ,3
IN,tissue,NN,3
DT,microscope,NN,3
PRP,assumed,VBD,3
IN,eye,NN,3
",",believed,VBD,3
TO,repeat,VB,3
CD,research,NN,3
NN,suppressor,NN,3
VBD,knocked,VBN,3
IN,DNA,NNP,4
JJ,winter,NN,3
IN,mice,NNS,3
NN,Dr.,NNP,3
DT,p53,NN,3
NNP,Minna,NNP,3
IN,missing,VBG,3
IN,kidney,NN,3
VBZ,soon,RB,3
NN,somewhere,RB,3
JJS,there,EX,3
NNS,accuse,VBP,3
IN,Grand,NNP,3
:,apparently,RB,3
DT,Burger,NNP,3
IN,disappointing,JJ,3
-LRB-,because,IN,3
VBZ,L.,NNP,3
NNP,Carver,NNP,3
NNP,Olson,NNP,3
``,makes,VBZ,3
CC,sanitation,NN,3
CC,dry,JJ,3
VB,Quebecor,NNP,3
JJ,printer,NN,3
NNP,Illustrated,NNP,3
JJ,gamble,NN,3
NNP,Presse,NNP,3
NN,circulation,NN,3
DT,struggling,VBG,4
POS,accord,NN,3
JJ,voting,NN,3
IN,appointed,VBN,3
",",charges,VBZ,3
DT,Connecticut,NNP,3
-LRB-,New,NNP,3
BOS,Justice,NNP,4
NNP,judges,NNS,3
VBN,officials,NNS,3
JJ,organized-crime,NN,3
NN,strike,NN,3
NNP,temporarily,RB,3
PRP$,responsibilities,NNS,3
VBD,troubled,VBN,3
VBN,reorganization,NN,3
NN,shortly,RB,3
DT,senator,NN,3
MD,vigorously,RB,3
RB,determined,VBN,4
NNP,lawyers,NNS,3
POS,lawyer,NN,3
",",Victor,NNP,3
NN,tops,NNS,3
CC,muscle,NN,3
",",attorneys,NNS,3
RB,claiming,VBG,3
TO,documents,NNS,3
TO,terminate,VB,3
IN,theory,NN,3
JJ,coach,NN,3
BOS,Dataproducts,NNP,5
IN,"55,000",CD,3
DT,dollars,NNS,3
VBN,counting,VBG,3
CD,aircraft,NN,3
IN,Raymond,NNP,3
RP,so,RB,3
POS,words,NNS,3
PRP$,normal,JJ,3
NNP,Shrontz,NNP,3
VBZ,shrinking,VBG,3
DT,B-2,NNP,3
NNP,bomber,NN,3
CD,programs,NNS,3
VBN,pressure,NN,3
CC,maintenance,NN,3
DT,day-to-day,JJ,3
NN,reiterated,VBD,3
IN,Calgary-based,JJ,3
IN,Vancouver,NNP,3
DT,contentious,JJ,3
TO,emerge,VB,3
IN,TransCanada,NNP,3
NNP,PipeLines,NNP,4
IN,Olympia,NNP,3
NNP,Delta,NNP,3
IN,Tenneco,NNP,3
NN,daily,RB,7
WDT,control,VBP,3
RP,there,RB,3
CC,develop,VB,3
DT,Alaska,NNP,3
DT,cards,NNS,3
JJ,Union,NNP,3
RB,lived,VBD,4
DT,Comptroller,NNP,3
DT,Currency,NNP,3
DT,requirements,NNS,3
IN,Scottsdale,NNP,3
IN,grounds,NNS,3
TO,sources,NNS,3
",",creditors,NNS,3
IN,implementing,VBG,3
VBP,hit,VBN,4
CC,Young,NNP,3
MD,miss,VB,3
RB,negotiating,VBG,3
WDT,called,VBD,3
VBD,valued,VBN,3
NN,meant,VBD,5
CC,D,NNP,3
RB,rated,VBN,3
NN,spread,NN,5
VBD,preparing,VBG,3
VBZ,acting,VBG,3
",",Europe,NNP,3
",",Dresdner,NNP,3
RB,sought,VBN,4
NN,stressed,VBD,3
JJ,Navigation,NNP,3
TO,Paribas,NNP,3
VB,bad,JJ,3
CD,Paribas,NNP,3
CD,Navigation,NNP,3
VBZ,Navigation,NNP,3
JJ,forest,NN,3
CD,natural,JJ,3
CD,oil,NN,3
",",Alberta,NNP,3
IN,makers,NNS,3
NN,aims,VBZ,4
JJR,memory,NN,3
IN,release,NN,3
CD,daily,JJ,4
JJ,prepayments,NNS,3
NNS,dipped,VBD,3
PRP,regarding,VBG,3
",",Mercury,NNP,3
NNS,share,NN,4
",",predicting,VBG,3
CC,above,IN,6
JJ,earlier,RBR,5
NN,verdict,NN,3
DT,distinctive,JJ,3
VBD,insufficient,JJ,3
DT,voices,NNS,3
NNP,Sinatra,NNP,3
MD,interfere,VB,3
VB,European,JJ,3
DT,agreements,NNS,3
IN,Security,NNP,3
NNP,tomorrow,NN,3
PRP$,teeth,NNS,3
NN,lows,NNS,3
DT,hopes,NNS,3
IN,statements,NNS,3
TO,quell,VB,3
POS,exchange,NN,3
WDT,other,JJ,3
JJ,leading,VBG,3
VBZ,hit,VBN,4
BOS,Comments,NNS,3
DT,persistent,JJ,3
CC,direct,JJ,3
NNP,portfolio,NN,3
IN,Omaha,NNP,4
VBP,faced,VBN,3
NN,demonstrated,VBD,3
JJ,limits,NNS,3
NNS,injured,VBN,3
JJ,territories,NNS,3
IN,resolving,VBG,3
VBN,African,NNP,3
NNP,returned,VBD,3
IN,victims,NNS,3
",",conducted,VBN,4
NN,granting,VBG,3
BOS,Completion,NN,4
IN,selected,VBN,4
DT,concentration,NN,3
POS,Kidder,NNP,3
NN,reacted,VBD,3
NNP,replaced,VBD,3
VBN,strike,NN,3
NN,sustained,VBD,5
BOS,Sam,NNP,3
NNP,Ginn,NNP,3
NNP,regulators,NNS,4
IN,unions,NNS,3
NN,clearance,NN,3
JJ,hurdle,NN,3
VBD,Nov.,NNP,3
MD,lend,VB,3
",",Ann,NNP,3
